time,NAV,equity,margin,open_interest,long_exposure,short_exposure,long_unrealised_pnl,short_unrealised_pnl,long_pnl,short_pnl,drawdown
2017-03-01 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-02 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-03 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-04 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-05 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-06 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-07 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-08 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-09 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-10 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-11 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-12 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-13 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-14 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-15 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-16 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-17 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-18 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-19 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-20 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-21 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-22 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-23 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-24 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-25 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-26 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-27 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-28 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-29 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-30 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-31 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-02 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-03 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-04 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-05 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-06 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-07 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-08 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-09 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-10 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-11 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-12 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-13 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-14 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-15 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-16 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-17 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-18 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-19 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-20 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-21 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-22 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-23 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-24 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-25 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-26 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-27 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-28 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-29 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-30 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-02 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-03 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-04 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-05 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-06 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-07 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-08 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-09 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-10 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-11 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-12 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-13 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-14 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-15 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-16 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-17 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-18 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-19 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-20 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-21 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-22 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-23 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-24 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-25 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-26 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-27 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-28 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-29 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-30 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-31 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-02 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-03 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-04 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-05 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-06 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-07 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-08 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-09 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-10 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-11 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-12 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-13 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-14 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-15 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-16 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-17 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-18 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-19 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-20 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-21 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-22 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-23 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-24 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-25 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-26 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-27 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-28 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-29 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-30 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-02 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-03 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-04 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-05 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-06 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-07 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-08 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-09 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-10 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-11 00:00:00+00:00,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-12 00:00:00+00:00,998.5179486093751,1000.0,987.2781352539063,1272.186474609375,1272.186474609375,0.0,-1.4820513906249109,0.0,0.0,0.0,-0.00148205139062485
2017-07-13 00:00:00+00:00,1002.4244232187501,1000.0,985.7570191171876,1276.09294921875,1276.09294921875,0.0,2.4244232187500896,0.0,0.0,0.0,0.0
2017-07-14 00:00:00+00:00,1012.2524993906251,1000.0,989.5652129648439,1285.9210253906251,1285.9210253906251,0.0,12.25249939062509,0.0,0.0,0.0,0.0
2017-07-15 00:00:00+00:00,1011.5569232187501,1000.0,999.4002448984376,1285.22544921875,1285.22544921875,0.0,11.55692321875009,0.0,0.0,0.0,-0.000687156783800269
2017-07-16 00:00:00+00:00,1011.5569232187501,1000.0,999.4002448984376,1285.22544921875,1285.22544921875,0.0,11.55692321875009,0.0,0.0,0.0,-0.000687156783800269
2017-07-17 00:00:00+00:00,1011.5569232187501,1000.0,999.4002448984376,1285.22544921875,1285.22544921875,0.0,11.55692321875009,0.0,0.0,0.0,-0.000687156783800269
2017-07-18 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1011.5569232187501,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-19 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-20 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-21 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-22 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-23 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-24 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-25 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-26 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-27 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-28 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-29 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
2017-07-30 00:00:00+00:00,1015.8404844000002,1015.8404844000002,1015.8404844000002,0.0,0.0,0.0,0.0,0.0,15.840484400000205,0.0,0.0
